language client is not ready, cannot initialize chat state
I0329 17:01:05.116014   74795 serve.go:43] cloudcode_cli (Mar 16 2025 10:36:32 -0700, cl:737377283 baseline:736258458)
W0329 17:03:40.047505   74795 tokenizer.go:274] Unknown tokenization algorithm , defaulting to whitespace
E0329 17:03:40.047738   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 17:03:40.047762   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 17:03:40.047789   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 17:03:40.047816   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 17:03:40.047835   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 17:03:40.047853   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0329 17:03:40.047877   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 55} {11 56}}, error: invalid column number
W0329 17:03:40.047925   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 67} {11 69}}, error: invalid column number
W0329 17:03:40.047935   74795 retention.go:173] Could not get offsets for range in document. range: &{{22 11} {23 0}}, error: invalid column number
W0329 17:03:40.047944   74795 retention.go:173] Could not get offsets for range in document. range: &{{38 2} {38 11}}, error: invalid line number
W0329 17:03:40.047952   74795 retention.go:173] Could not get offsets for range in document. range: &{{38 14} {38 21}}, error: invalid line number
W0329 17:03:40.047960   74795 retention.go:173] Could not get offsets for range in document. range: &{{46 10} {46 15}}, error: invalid line number
W0329 17:03:40.047990   74795 document.go:267] Error computing chars added only: getting byte offset for end of change range: invalid line number
I0329 17:03:40.135905   74795 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 17:03:40.135950   74795 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 17:03:40.135997   74795 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 17:03:40.136011   74795 conversation.go:896] Unable to retrieve excluded files for request #42: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 17:03:40.136069   74795 rag_cache.go:973] Retrieving and scoring colocated and open files
I0329 17:03:40.136078   74795 rag_cache.go:1008] rerankByLangBoost=0
I0329 17:04:05.369921   74795 life_cycle.go:300] codeReportEvery: recomputing codereport metric
I0329 17:05:49.471952   74795 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 17:05:49.472019   74795 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 17:05:49.472072   74795 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 17:05:49.472088   74795 conversation.go:896] Unable to retrieve excluded files for request #46: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 17:05:49.472184   74795 rag_cache.go:973] Retrieving and scoring colocated and open files
I0329 17:05:49.472199   74795 rag_cache.go:1008] rerankByLangBoost=0
I0329 17:05:50.909293   74795 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 17:05:50.909341   74795 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 17:05:50.909384   74795 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 17:05:50.909412   74795 conversation.go:896] Unable to retrieve excluded files for request #49: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 17:05:50.909455   74795 rag_cache.go:973] Retrieving and scoring colocated and open files
I0329 17:05:50.909464   74795 rag_cache.go:1008] rerankByLangBoost=0
W0329 17:05:53.534304   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 55} {11 56}}, error: invalid column number
W0329 17:05:53.534345   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 67} {11 69}}, error: invalid column number
W0329 17:05:53.534356   74795 retention.go:173] Could not get offsets for range in document. range: &{{22 11} {23 0}}, error: invalid column number
W0329 17:05:53.534366   74795 retention.go:173] Could not get offsets for range in document. range: &{{38 2} {38 11}}, error: invalid line number
W0329 17:05:53.534376   74795 retention.go:173] Could not get offsets for range in document. range: &{{38 14} {38 21}}, error: invalid line number
W0329 17:05:53.534389   74795 retention.go:173] Could not get offsets for range in document. range: &{{46 10} {46 15}}, error: invalid line number
W0329 17:05:53.534555   74795 tokenizer.go:274] Unknown tokenization algorithm , defaulting to whitespace
E0329 17:05:53.534707   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 17:05:53.534727   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 17:05:53.534757   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 17:05:53.534781   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 17:05:53.534795   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 17:05:53.534815   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0329 17:05:53.534912   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 55} {11 56}}, error: invalid column number
W0329 17:05:53.534938   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 67} {11 69}}, error: invalid column number
W0329 17:05:53.534947   74795 retention.go:173] Could not get offsets for range in document. range: &{{22 11} {23 0}}, error: invalid column number
W0329 17:05:53.534955   74795 retention.go:173] Could not get offsets for range in document. range: &{{38 2} {38 11}}, error: invalid line number
W0329 17:05:53.534962   74795 retention.go:173] Could not get offsets for range in document. range: &{{38 14} {38 21}}, error: invalid line number
W0329 17:05:53.534970   74795 retention.go:173] Could not get offsets for range in document. range: &{{46 10} {46 15}}, error: invalid line number
I0329 17:05:53.633356   74795 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 17:05:53.633398   74795 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 17:05:53.633441   74795 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 17:05:53.633456   74795 conversation.go:896] Unable to retrieve excluded files for request #52: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 17:05:53.633496   74795 rag_cache.go:973] Retrieving and scoring colocated and open files
I0329 17:05:53.633504   74795 rag_cache.go:1008] rerankByLangBoost=0
I0329 17:06:05.369827   74795 life_cycle.go:300] codeReportEvery: recomputing codereport metric
W0329 17:12:47.394043   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 55} {11 56}}, error: invalid column number
W0329 17:12:47.394104   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 67} {11 69}}, error: invalid column number
W0329 17:12:47.394115   74795 retention.go:173] Could not get offsets for range in document. range: &{{22 11} {23 0}}, error: invalid column number
W0329 17:12:47.394125   74795 retention.go:173] Could not get offsets for range in document. range: &{{38 2} {38 11}}, error: invalid line number
W0329 17:12:47.394134   74795 retention.go:173] Could not get offsets for range in document. range: &{{38 14} {38 21}}, error: invalid line number
W0329 17:12:47.394140   74795 retention.go:173] Could not get offsets for range in document. range: &{{46 10} {46 15}}, error: invalid line number
W0329 17:12:47.394216   74795 tokenizer.go:274] Unknown tokenization algorithm , defaulting to whitespace
E0329 17:12:47.394422   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 17:12:47.394446   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 17:12:47.394484   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 17:12:47.394509   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 17:12:47.394529   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 17:12:47.394544   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0329 17:12:47.394566   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 55} {11 56}}, error: invalid column number
W0329 17:12:47.394580   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 67} {11 69}}, error: invalid column number
W0329 17:12:47.394599   74795 retention.go:173] Could not get offsets for range in document. range: &{{43 11} {44 0}}, error: invalid column number
W0329 17:12:47.394607   74795 retention.go:173] Could not get offsets for range in document. range: &{{59 2} {59 11}}, error: invalid line number
W0329 17:12:47.394615   74795 retention.go:173] Could not get offsets for range in document. range: &{{59 14} {59 21}}, error: invalid line number
W0329 17:12:47.394623   74795 retention.go:173] Could not get offsets for range in document. range: &{{67 10} {67 15}}, error: invalid line number
I0329 17:12:47.492746   74795 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 17:12:47.492793   74795 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 17:12:47.492846   74795 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 17:12:47.492862   74795 conversation.go:896] Unable to retrieve excluded files for request #56: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 17:12:47.492946   74795 rag_cache.go:973] Retrieving and scoring colocated and open files
I0329 17:12:47.492967   74795 rag_cache.go:1008] rerankByLangBoost=0
I0329 17:13:05.370753   74795 life_cycle.go:300] codeReportEvery: recomputing codereport metric
W0329 17:15:41.232893   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 55} {11 56}}, error: invalid column number
W0329 17:15:41.232954   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 67} {11 69}}, error: invalid column number
W0329 17:15:41.232966   74795 retention.go:173] Could not get offsets for range in document. range: &{{43 11} {44 0}}, error: invalid column number
W0329 17:15:41.232975   74795 retention.go:173] Could not get offsets for range in document. range: &{{59 2} {59 11}}, error: invalid line number
W0329 17:15:41.232983   74795 retention.go:173] Could not get offsets for range in document. range: &{{59 14} {59 21}}, error: invalid line number
W0329 17:15:41.232990   74795 retention.go:173] Could not get offsets for range in document. range: &{{67 10} {67 15}}, error: invalid line number
W0329 17:15:41.233040   74795 tokenizer.go:274] Unknown tokenization algorithm , defaulting to whitespace
E0329 17:15:41.233228   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 17:15:41.233251   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 17:15:41.233287   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 17:15:41.233317   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 17:15:41.233333   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 17:15:41.233350   74795 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0329 17:15:41.233376   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 55} {11 56}}, error: invalid column number
W0329 17:15:41.233389   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 67} {11 69}}, error: invalid column number
W0329 17:15:41.233399   74795 retention.go:173] Could not get offsets for range in document. range: &{{31 11} {32 0}}, error: invalid column number
W0329 17:15:41.233408   74795 retention.go:173] Could not get offsets for range in document. range: &{{47 2} {47 11}}, error: invalid line number
W0329 17:15:41.233465   74795 retention.go:173] Could not get offsets for range in document. range: &{{47 14} {47 21}}, error: invalid line number
W0329 17:15:41.233474   74795 retention.go:173] Could not get offsets for range in document. range: &{{55 10} {55 15}}, error: invalid line number
I0329 17:15:41.333379   74795 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 17:15:41.333436   74795 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 17:15:41.333495   74795 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 17:15:41.333510   74795 conversation.go:896] Unable to retrieve excluded files for request #59: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 17:15:41.333599   74795 rag_cache.go:973] Retrieving and scoring colocated and open files
I0329 17:15:41.333611   74795 rag_cache.go:1008] rerankByLangBoost=0
I0329 17:16:05.370040   74795 life_cycle.go:300] codeReportEvery: recomputing codereport metric
I0329 17:16:34.625217   74795 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 17:16:34.625262   74795 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 17:16:34.625312   74795 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 17:16:34.625325   74795 conversation.go:896] Unable to retrieve excluded files for request #66: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 17:16:34.625368   74795 rag_cache.go:973] Retrieving and scoring colocated and open files
I0329 17:16:34.625377   74795 rag_cache.go:1008] rerankByLangBoost=0
W0329 17:16:35.369936   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 55} {11 56}}, error: invalid column number
W0329 17:16:35.369978   74795 retention.go:173] Could not get offsets for range in document. range: &{{11 67} {11 69}}, error: invalid column number
W0329 17:16:35.369990   74795 retention.go:173] Could not get offsets for range in document. range: &{{31 11} {32 0}}, error: invalid column number
W0329 17:16:35.369998   74795 retention.go:173] Could not get offsets for range in document. range: &{{47 2} {47 11}}, error: invalid line number
W0329 17:16:35.370006   74795 retention.go:173] Could not get offsets for range in document. range: &{{47 14} {47 21}}, error: invalid line number
