language client is not ready, cannot initialize chat state
I0329 16:39:48.669592   72140 serve.go:43] cloudcode_cli (Mar 16 2025 10:36:32 -0700, cl:737377283 baseline:736258458)
I0329 16:42:17.723990   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:42:17.724000   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:42:18.638014   72140 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 16:42:18.638097   72140 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0329 16:42:18.638199   72140 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 16:42:18.638246   72140 conversation.go:896] Unable to retrieve excluded files for request #34: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 16:42:18.638289   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:42:18.638338   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:42:19.346804   72140 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 16:42:19.346854   72140 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0329 16:42:19.346942   72140 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 16:42:19.346957   72140 conversation.go:896] Unable to retrieve excluded files for request #36: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 16:42:19.346989   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:42:19.347003   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
E0329 16:42:20.124055   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:42:20.124089   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:42:20.124103   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:42:20.124112   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:42:20.124134   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:42:20.124143   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:42:20.124168   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:42:20.124177   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:42:20.124185   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:42:20.124193   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0329 16:42:20.124211   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:42:20.124229   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:42:20.124237   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:42:20.124244   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:42:20.124252   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:42:20.124259   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:42:20.124266   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:42:20.124274   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:42:20.124281   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:42:20.124287   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
W0329 16:42:20.124316   72140 document.go:267] Error computing chars added only: getting byte offset for end of change range: invalid line number
I0329 16:42:20.220790   72140 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 16:42:20.220848   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:42:20.220894   72140 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 16:42:20.220908   72140 conversation.go:896] Unable to retrieve excluded files for request #39: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 16:42:20.220934   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:42:20.220943   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:42:48.809792   72140 life_cycle.go:300] codeReportEvery: recomputing codereport metric
I0329 16:44:21.435093   72140 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 16:44:21.435173   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:44:21.435234   72140 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 16:44:21.435250   72140 conversation.go:896] Unable to retrieve excluded files for request #45: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 16:44:21.435285   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:44:21.435294   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
W0329 16:44:22.057012   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:22.057054   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:22.057292   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:22.057315   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:22.057324   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:22.057333   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:22.057340   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:22.057348   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:22.057356   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:22.057364   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
E0329 16:44:22.057449   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:22.057462   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:22.057475   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:22.057484   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:22.057504   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:22.057513   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:22.057523   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:22.057532   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:22.057542   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:22.057551   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0329 16:44:22.057566   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:22.057577   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:22.057585   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:22.057592   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:22.057602   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:22.057611   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:22.057619   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:22.057646   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:22.057655   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:22.057663   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
Completion Provider - completion # 0 - New completion requested from language client at position {"line":17,"character":46}, triggerKind=1
I0329 16:44:22.095843   72140 document.go:425] OtherEditType (DELETE), returning ReasonRecentlyEdited
I0329 16:44:22.156971   72140 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 16:44:22.157017   72140 document.go:425] OtherEditType (DELETE), returning ReasonRecentlyEdited
I0329 16:44:22.157063   72140 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 16:44:22.157076   72140 conversation.go:896] Unable to retrieve excluded files for request #49: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 16:44:22.157104   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:44:22.157113   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:44:22.329908   72140 handler.go:159] cancel was requested for: 48, needs to be canceled: true
W0329 16:44:22.330326   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:22.330354   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:22.330365   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:22.330391   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:22.330401   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:22.330409   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:22.330417   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:22.330425   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:22.330432   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:22.330442   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
E0329 16:44:22.330504   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:22.330517   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:22.330529   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:22.330539   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:22.330560   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:22.330569   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:22.330578   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:22.330587   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:22.330596   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:22.330606   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0329 16:44:22.330620   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:22.330631   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:22.330641   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:22.330651   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:22.330660   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:22.330670   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:22.330677   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:22.330685   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:22.330691   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:22.330698   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
Completion Provider - completion # 1 - New completion requested from language client at position {"line":17,"character":45}, triggerKind=1
I0329 16:44:22.345997   72140 document.go:425] OtherEditType (DELETE), returning ReasonRecentlyEdited
I0329 16:44:22.421214   72140 conversation.go:859] Starting getChatIDEContext with detected intent: 
